subject,observed_fisher_z,null_mean_fisher_z,excess_fisher_z
M01,0.17193946291146445,0.008710191356547744,0.1632292715549167
M02,0.09244223444544941,0.0063975527068299695,0.08604468173861944
M03,0.2997066983202283,0.013709337543104829,0.28599736077712345
M05,0.28522968159722184,0.003895168052059778,0.28133451354516203
