subject,observed_fisher_z,null_mean_fisher_z,excess_fisher_z
M01,0.1567439423526521,0.00977791713635732,0.1469660252162948
M02,0.07285717393891672,0.006758896405979189,0.06609827753293752
M03,0.24664553466524375,0.012274664978595338,0.23437086968664841
M05,0.2610026970046216,0.005807994658038002,0.2551947023465836
