subject,observed_fisher_z,null_mean_fisher_z,excess_fisher_z
M01,0.15284270619298743,0.007174041280606211,0.14566866491238123
M02,0.06813325601881894,-0.009116788285504447,0.07725004430432339
M03,0.27479611579304386,0.04061600451509918,0.2341801112779447
