subject,observed_fisher_z,null_mean_fisher_z,excess_fisher_z
M01,0.1594509529989446,0.004914968551314339,0.15453598444763025
M02,0.06690184009482496,0.002827459026563968,0.064074381068261
M03,0.27166444924943056,0.050698977495759745,0.22096547175367082
