subject,observed_fisher_z,null_mean_fisher_z,excess_fisher_z
M01,0.1607211871133693,0.007641710360935913,0.15307947675243339
M02,0.05408871353135369,0.0037675883076859064,0.05032112522366778
M03,0.2611162341264972,0.04688725927494715,0.21422897485155007
