subject,observed_fisher_z,null_mean_fisher_z,excess_fisher_z
M01,0.15818263748564404,-0.0012873481405307197,0.15946998562617476
M02,0.056465815808210966,0.0030828860712706248,0.05338292973694034
M03,0.23386927505558858,0.04744599778379994,0.18642327727178865
