subject,observed_fisher_z,null_mean_fisher_z,excess_fisher_z
M01,0.1681263664317536,0.011314561244760154,0.15681180518699345
M02,0.0936134634944144,0.007034146573508834,0.08657931692090558
M03,0.29722875918526537,0.01128194577992483,0.28594681340534056
M05,0.28777677585664163,0.007564646533285943,0.2802121293233557
