subject,observed_fisher_z,null_mean_fisher_z,excess_fisher_z
M01,0.153224301478613,0.013836219437056168,0.1393880820415568
M02,0.07511515188544124,0.0075659240913608355,0.0675492277940804
M03,0.2438788060420046,0.009036623473279897,0.2348421825687247
M05,0.2625627786491992,0.010033070024855555,0.25252970862434365
