subject,observed_fisher_z,null_mean_fisher_z,excess_fisher_z
M01,0.1730384851881793,0.01091976140949147,0.16211872377868783
M02,0.08977475099716462,0.008214341902290144,0.08156040909487447
M03,0.2732946453288912,0.008777795728321661,0.26451684960056954
M05,0.23103471316723878,0.007434351242658749,0.22360036192458002
